web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href,
"1582055896-1442","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Tamara vO","Nicht so herrlich","1. September 2017","Man kann die Intensität leider nicht einstellen und diese Zahnbürste hat mir in Sekunden die Halterungen für meine Invisalign Zahnspange aus dem Mund gebrochen. Nur für Leute geeignet ohne Zahnspange und mit guten Zähnen und höherer Schmerzgrenze.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&filterByStar=critical&pageNumber=24&reviewerType=all_reviews","null"
"1582055838-1266","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Genesis","Gummierung löst sich auf","25. August 2018","Leider löst sich bereits nach 1J 10M die Gummierung auf - es klebt beim Anfassen. Aufgrund des Preises 2 Sterne. Aber das sieht schon nach geplanter Obsoleszenz aus.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=critical&pageNumber=6&reviewerType=all_reviews","null"
"1582055882-1390","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Bubbles","Oral B electric toothbrush","18. Juli 2017","Oral B products are wonderful.  No complaints there.  Bought this thinking it was a good bargain given that I needed to buy a few of these as presents.  Amazon had so nicely pointed out that it was reduced from 49.99 E to 24.95 E.  Great bargain i thought until I saw that the normal asking price is actually 24.95 E elsewhere.  Duped!","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&filterByStar=critical&pageNumber=19&reviewerType=all_reviews","null"
"1582055888-1414","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Amazon Kunde","Bewertung","29. Mai 2017","Vibriert für mein empfinden etwas zu viel und zu stark.
Dazu hat sie hin und wieder einen kleinen Aussetzer / Wackelkontakt","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&filterByStar=critical&pageNumber=21&reviewerType=all_reviews","null"
"1582055846-1294","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Ingo","Bürste gut - Akkulaufzeit und Ladezeiten eher mäßig","5. Januar 2016","Die Zahnbürste liegt gut in der Hand und funktioniert einwandfrei. Auch das Putzergebnis ist tadellos. Die Bürstenaufsätze sind sehr gut. Einzig die Akkulaufzeit und speziell die Ladezeit sind zu bemängeln, was wiederum mit den doch eher günstigen Anschaffungskosten zusammenhängen dürfte... Wer also täglich 2 mal oder öfter putzen möchte sollte sich am besten gleich eine zweite bestellen ;-)","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&filterByStar=critical&pageNumber=9&reviewerType=all_reviews","null"
"1582055863-1333","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","klaus-dieter-mehnert","Oral-B Pro 600 Elektrische Zahnbürste  defekt","7. August 2018","Guten Tag meine Damen und Herren,
die von mir erworbene Zahnbürste lädt sich nicht mehr auf. Die LED zeigt rot an.
Ist auf diesen Artikel noch Garantie?

MfG
Klaus-Dieter Mehnert","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=critical&pageNumber=13&reviewerType=all_reviews","null"
"1582055879-1386","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Amazon Kunde","Leistet gute Dienste","27. November 2017","An der Putzleistung ist überhaupt nichts auszusetzen. Sie leistet gute Dienste und der Akku hält auch mal ein langes Wochenende
außer Haus ohne aufladen aus.
Leider ist es aber immer wieder ekelig, die Aufladestation von dem sich darauf sammelden Wasser und Paqu zu befreien.
Und auch die Unterseite der Zahnbürste sieht nach wenigen Tagen grotesk aus. Mittlerweile haben sich schon Verfärbungen
gebildet die ich nicht mehr weg bekomme.
Hier sollte sich Oral-B dringen ein anderes System einfallen lassen, dass verhindert, dass sich solche schmierigen Ablagerungen an
Bürstenfuß und Aufladestation überhaupt bilden können.","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&filterByStar=critical&pageNumber=18&reviewerType=all_reviews","null"
"1582055869-1358","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","razaghi","Not really useful","11. April 2016","It is not really useful compared to the normal Cross Action toothbrushes. Also, It does not feel good when you brush your teeth with all the vibrations.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=critical&pageNumber=15&reviewerType=all_reviews","null"
"1582055879-1381","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Johannes R.","GUT UND SCHLECHT","17. März 2018","Zahnbürste am 11.01.2018 bekommen.
Zahnbürste am 12.03.2018 kaputt
Zahnbürste lässt sich nicht mehr aufladen.
Braun ? Wo bleibt die Qualität ?","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&filterByStar=critical&pageNumber=18&reviewerType=all_reviews","null"
"1582055826-1216","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Si. Ne.","den Wasserbehälter kann man nicht reinigen","17. August 2019","anfangs war ich total begeistert, dann nach einiger Zeit wollte ich den Wasserbehälter reinigen, geht leider nicht. Es gibt meines Wissens nach auch keine Bürste oder Sonstiges mit dem ich den Innenraum des Wasserbehälters reinigen kann.  Ich gebe nun einmal monatlich ein Putzmittel in den Wassertank und schüttel es mindestens für 10 Min. damit sich der Schleim darin löst und ich es ausschütten kann. Also vom Hygienischen her, würde ich mir das Teil nicht mehr kaufen.  Nun zur Reinigung der Zahnzwischenräume ist das Gerät dann doch nicht so schlecht, aber der einstellbare Wasserstrahl der am Härtesten ist, damit kann ich sogar den Kalk von den Amaturen lösen, natürlich mit vorheriger Behandlung, also lasst Vorsicht walten, wenn ihr den scharfen Strahl eingestellt habt. Das Gerät würde ich jederzeit wieder kaufen, wenn man es im Innenraum reinigen könnte.","2,0 von 5 Sternen","","","null"
"1582055873-1366","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","R.B","Akku ungenügend!!!","23. August 2017","Habe die Zahnbürste jetzt 1,5 Jahre. Seit drei Monaten ist der Akku nach zwei Anwendungen komplett leer.  Und ich hatte schon mehrere elektrische Zahnbürsten, aber sowas habe ich noch nicht erlebt! Daher keine Kaufempfehlung.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=critical&pageNumber=16&reviewerType=all_reviews","null"
"1582055882-1396","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","CC","am Anfang toll nach längerer Zeit Schrott","1. Januar 2018","Rückmeldung nach 1 1/2 Jahren: der Akku ist mittlerweile kaputt und musste mehrfach ausgewechselt werden
Einwandfrei!
Angenehme Rotation mit ausreichend haltendem Akku. Tolle griffigkeit und durch die Kompaktheit super zum mitnehmen auf reisen. Wie immer überzeugt oral B auch optisch durch schlichtes angenehmes Design in blau weiß.
Würde sie gerade Reisenden empfehlen, da der Akku super lang hält und die Qualität überzeugt. Der eingebaute timer überzeugt dann auch den letzten der 5 Sterne :)","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&filterByStar=critical&pageNumber=19&reviewerType=all_reviews","null"
"1582055869-1356","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Giulio La Bua","Akku tot nach 3 Jahren","6. Juli 2019","knapp 3 Jahren nach dem Kauf ist die Akku tot. Ich wuerde dieses Produkt nicht empfehlen","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=critical&pageNumber=15&reviewerType=all_reviews","null"
"1582055882-1394","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","ha","Das Angebot und der Preis sind nicht günstiger als um die Ecke gekauft.","10. April 2018","Nur eine kurze Anmerkung: Ich habe diesesZahnbürstenmodell gestern bei Rossmann gesehen, für exakt den gleichen Preis wie bei Amazon.
Wenn ich das vorher gewusst hätte, hätte ich die Bürste lieber hier vor Ort gekauft - also bei solchen Artikeln Augen auf - oft sind sie in der Drogerie um die Ecke genauso günstig wie bei Amagzon...","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&filterByStar=critical&pageNumber=19&reviewerType=all_reviews","null"
"1582055826-1215","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Martin","Naja","16. Juli 2018","1. Akku ist fest verbaut obwohl es technisch dafür keine Notwendigkeit gibt. Stichwort geplante Obsoleszenz.

2. Der Stand (also die Ladestation) versifft sehr schnell weil die Tropfen vom Bürstenkopf runter perlen.

Sonst okay. Ist über Nacht vollgeladen, kann man locker 1 Woche benutzen ohne zu laden.","3,0 von 5 Sternen","","","null"
"1582055826-1214","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Kon-Tiki","Für empfindliche Kinderzähne ungeeignet, vibriert viel zu doll","19. August 2019","Die Zahnbürste wurde von unserer neunjährigen Tochter nach Anleitung / Einweisung verwendet. Die Vibration wurde als viel stärker als bei einer anderen (teureren) elektrischen Zahnbürste empfunden. Nach einer Anwendung war einer der neuen Zähne locker und wir haben sofort und endgültig aufgehört diese Zahnbürste zu verwenden. Zum Glück ist der Zahn wieder fest gewachsen, aber nach unserem Eindruck sind die Vibrationen dieser Zahnbürste viel zu heftig für kleine Kinderzähne.

Wir verwenden in der Familie jetzt alle Philips Sonicare, diese vibrieren bei weitem nicht so heftig, dafür aber schneller - sie kommen uns deutlich schonender vor. Leider ist diese Marke ganz erheblich teurer, aber sie putzen auch wirklich ganz anders.

Von Oral B gibt es jetzt auch Zahnbürsten mit Andruckkontrolle, insbesondere für Kinder - vielleicht haben sie dieses Problem bemerkt. Diese Zahnbürsten kosten dann aber auch das Doppelte und mehr des normalen Oral B Modells, und dann kann man sich für den gleichen Preis auch ein Modell eines anderen Herstellers mit besserer Technologie kaufen.","1,0 von 5 Sternen","","","null"
"1582055888-1415","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Münchnerin","leider nach 4 Monaten wer sie Kaput.","26. Dezember 2017","in Grunde ist sie OK , aber in September habe ich sie gekauft und in Dezember ist sie Kaput gegangen.
Das war die zweite Bestellung, weil die erste ist schon funktionsunfähig gekommen.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&filterByStar=critical&pageNumber=21&reviewerType=all_reviews","null"
"1582055860-1325","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","helloitsme","gute Zahnbürste","2. Januar 2018","Die Zahnbürste an sich ist gut, jedoch gibt es diese im DM und anderen Märkten regulär für 25 Euro zu kaufen. Der Rabatt von 50% ist hier also falsch.","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=critical&pageNumber=12&reviewerType=all_reviews","null"
"1582055882-1391","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Amazon Kunde","NICHT ZU EMPFEHLEN!!","10. Oktober 2017","Die erste Zahnbürste war innerhalb von 2 Wochen kaputt (Lies sich nicht mehr laden, zumindest war der Akku leer und die Anzeige leuchtete nicht mehr auf der Station). Daraufhin habe ich von Amazon eine neue zugeschickt bekommen (Anfang Juni oder Juli). Jetzt musste ich feststellen, dass die neue Zahnbürste das gleiche Problem hat und wieder nicht lädt oder eben der Akku kaputt ist. Die Frist zum zurückschicken ist natürlich um. Nun darf ich mich an den Hersteller wenden ...","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&filterByStar=critical&pageNumber=19&reviewerType=all_reviews","null"
"1582055836-1252","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Flinden","absichtlich Fehler eingebaut","30. Juni 2019","Soweit ich das Produkt beurteilen kann und die Technik die dahinter steckt (und das kann ich durch aus aufgrund meines Studiums einschätzen) kommt es immer mal wieder zu ausetzern des Bürstenkopfes die nicht sein sollten, sollange sie nicht gewollt sind
Sehr kurz, an sich nichts schlimmes, aber nervig und soll einen nur dazu treiben eine teurere Version zu kaufen","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=critical&pageNumber=5&reviewerType=all_reviews","null"
"1582055829-1229","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Amazon Kunde","Akku ist der größte Müll der hier verbaut wurde!!!","21. November 2019","Akku ist der größte Müll... und das in dieser Zeit, in der man versucht nicht gleich alles weg zu werfen, aber es bleibt einem fast nichts übrig.... nach ca. 6 Monaten hat der Akku plötzlich angefangen nach und nach den Geist aufzugeben. Jetzt nach knapp 2 Jahren kann man die Zahnbürste alle 2 Tage aufladen und es reicht nicht mal mehr um in diesen zwei Tagen 8 mal die Zähne zu putzen a 2 Minuten... d.h. 2 Personen die Morgens und Abends die zahne putzen wollen mussen nach 6 bis 7 Anwendung d8e Bürste audladen. Einer kann am zweiten Abend noch Zähne putzen (wobei die Zahnbürste schon das Ende nicht erreicht), der andere spielt dann Mundgulli bzw. züchtet Karies ... Danke Braun... für das Müll Produkt und die absolut unnötige Umweltverschmutzung durch Elektroschrott!!! Hauptsache der Umsatz stimmt... Flachpfeifen!","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&filterByStar=critical&pageNumber=2&reviewerType=all_reviews","null"
"1582055873-1364","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Karin A.","Beurteilung","17. Juni 2017","Mein Mann ist etwas unzufrieden weil er. die Zahnbürste oft laden muss. Sonst ist er zufrieden und benutzt sie jeden Tag.","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=critical&pageNumber=16&reviewerType=all_reviews","null"
"1582055831-1237","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Michael Schäfer","Zu laut, schlechter Akku, mühsames Reinigen","4. August 2018","Die Zahnbürste putzt sehr gut.
ABER:
1. Der Akku hält keine Woche bei einem 2 Personen Betrieb
2. Das Ding ist so laut, dass man denkt man bohrt auf Holz.
3. Die Reinigung der Bürstenaufsätze ist nervig. Es bleiben immer Zahnpastareste in der kleinen Öffnung hängen und man bekommt immer kleine runde Flecken am Waschbecken da immer Wasser nachläuft...

Hier war die Philips Sonicare doch wesentlich angenehmer. Nicht so laut, leicht zu reinigen und eine längere Akkulaufzeit.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=critical&pageNumber=3&reviewerType=all_reviews","null"
